latitude,longitude,total_rooms,house_value
33.9,-117.93,2629,500001
33.89,-117.94,2577,459600
33.88,-117.94,2159,365100
33.9,-117.94,2029,500001
33.87,-117.98,2037,188800
33.87,-117.98,1310,158700
33.86,-117.98,1025,137500
33.86,-117.98,1240,205800
33.87,-117.97,1784,169200
33.86,-117.97,2138,161700
33.86,-117.97,1691,174300
33.86,-117.97,1370,141700
33.86,-117.96,2146,184900
33.86,-117.96,2181,183200
33.87,-117.96,1972,187500
33.86,-117.95,2375,193500
33.86,-117.95,2478,191400
33.86,-117.96,2366,190000
33.88,-117.94,1747,256000
33.87,-117.95,1599,184900
33.87,-117.95,1854,185200
33.87,-117.95,1432,55000
33.87,-117.96,890,167500
33.87,-117.96,1785,175800
33.88,-117.95,1939,275000
33.86,-117.94,2824,194700
33.86,-117.94,1013,197500
33.86,-117.95,2038,195700
33.86,-117.93,1672,182100
33.86,-117.93,1216,184000
33.86,-117.94,1235,183100
33.86,-117.94,2127,185600
33.88,-117.93,2157,240000
33.87,-117.93,1277,137500
33.87,-117.94,2066,187000
33.88,-117.94,1694,239300
33.87,-117.92,308,191100
33.87,-117.92,1125,162500
33.87,-117.93,950,182100
33.88,-117.93,1306,241700
33.88,-117.93,2458,293500
33.88,-117.92,1270,232500
33.88,-117.91,1851,235600
33.88,-117.92,1683,243600
33.88,-117.92,1632,318700
33.89,-117.91,1631,351900
33.88,-117.9,2062,230400
33.88,-117.9,1396,215400
33.87,-117.9,2315,218600
33.87,-117.9,1411,195200
33.87,-117.91,1121,143800
33.87,-117.91,2031,177300
33.89,-117.88,1616,119100
33.89,-117.88,959,173300
33.88,-117.88,957,162500
33.88,-117.89,1655,175000
33.88,-117.89,1582,229600
33.88,-117.89,2091,243400
33.87,-117.89,1492,188200
33.87,-117.89,1133,202100
33.87,-117.88,1919,190900
33.87,-117.89,1569,148900
33.87,-117.93,1006,168000
33.86,-117.93,931,155000
33.86,-117.93,1627,186600
33.86,-117.93,931,182500
33.87,-117.93,1221,162500
33.86,-117.89,1395,193800
33.86,-117.91,2296,165800
33.86,-117.92,745,133900
33.87,-117.92,1597,157800
33.91,-117.87,2434,176300
33.9,-117.88,3180,277300
33.9,-117.88,1705,114400
33.89,-117.88,3583,218400
33.89,-117.88,3218,265500
33.89,-117.87,1142,270100
33.91,-117.86,2889,270800
33.9,-117.86,1452,285200
33.9,-117.86,3205,299200
33.9,-117.87,3181,280300
33.89,-117.86,4386,289800
33.89,-117.86,2002,274500
33.89,-117.87,1674,275000
33.88,-117.86,1621,201400
33.89,-117.87,1441,171700
33.89,-117.87,2340,184600
33.88,-117.87,1808,156900
33.88,-117.87,2655,183900
33.88,-117.87,3333,190700
33.88,-117.87,2612,204300
33.87,-117.86,1600,254000
33.85,-117.87,45,350000
33.86,-117.85,329,187500
33.89,-117.85,4020,262300
33.88,-117.85,4753,288500
33.88,-117.86,3977,272200
33.87,-117.85,5078,301900
33.9,-117.85,4026,260500
33.9,-117.85,1548,242200
33.89,-117.84,3935,226900
33.89,-117.85,3326,240600
33.87,-117.88,1519,145300
33.86,-117.87,2232,324400
33.87,-117.87,2663,162400
33.87,-117.87,1898,158500
33.87,-117.87,1332,297100
33.87,-117.86,1591,216000
33.85,-117.88,2705,200000
33.86,-117.87,2292,142800
33.85,-117.88,1105,113900
33.89,-117.81,3252,297900
33.88,-117.82,1982,327500
33.89,-117.82,2168,238300
33.88,-117.81,2968,371700
33.89,-117.82,3079,278900
33.86,-117.78,3471,246100
33.87,-117.76,3973,263700
33.9,-117.83,2446,272800
33.9,-117.84,1723,299600
33.89,-117.83,1737,245700
33.88,-117.83,2365,259400
33.89,-117.84,3544,264300
33.88,-117.83,2112,231700
33.88,-117.82,5392,280300
33.87,-117.83,6971,243900
33.88,-117.81,2265,461300
33.87,-117.81,4491,233500
33.87,-117.8,5954,206100
33.86,-117.81,133,235000
33.92,-117.87,4039,303000
33.92,-117.88,3292,308800
33.92,-117.85,3331,371800
33.92,-117.87,4575,272400
33.93,-117.83,1956,306400
33.92,-117.8,5819,277500
33.89,-117.8,3121,357900
33.88,-117.79,8562,252600
33.87,-117.78,5609,169600
33.88,-117.78,1800,301900
33.9,-117.78,6239,268200
33.9,-117.82,1137,259300
33.9,-117.8,3760,354900
33.89,-117.74,37937,366300
33.88,-117.76,4838,307800
33.88,-117.77,4874,410200
33.89,-117.78,9729,415300
33.85,-117.8,3038,233000
33.85,-117.82,2603,235900
33.85,-117.82,1810,213500
33.85,-117.8,4151,304900
33.84,-117.82,1788,454300
33.84,-117.81,4343,460100
33.84,-117.79,10484,365300
33.85,-117.78,3781,335600
33.86,-117.78,4390,266000
33.87,-117.76,3182,288200
33.81,-117.78,1986,380000
33.8,-117.77,3973,417000
33.79,-117.8,2021,231400
33.8,-117.79,10535,283200
33.85,-117.77,5415,353100
33.84,-117.76,3764,410500
33.84,-117.75,3491,270500
33.83,-117.76,3086,300700
33.84,-117.77,4380,266400
33.86,-117.76,3666,500001
33.83,-117.75,2452,388300
33.85,-117.74,5416,314000
33.82,-117.78,6208,413700
33.81,-117.76,582,500001
33.8,-117.81,2765,230700
33.79,-117.81,5950,204600
33.81,-117.8,1206,388700
33.78,-117.8,3548,290300
33.78,-117.8,4138,242000
33.8,-117.69,3178,237100
33.61,-117.66,2022,286900
33.62,-117.66,4065,256600
33.61,-117.67,3859,227400
33.61,-117.66,3464,248400
33.61,-117.66,1932,274000
33.6,-117.66,1684,279600
33.6,-117.66,3745,278100
33.61,-117.67,3588,243200
33.63,-117.68,5218,143100
33.63,-117.68,5830,257400
33.63,-117.67,5774,202200
33.77,-117.62,1911,186400
33.72,-117.6,1317,272500
33.6,-117.67,3164,266000
33.59,-117.66,4552,288100
33.6,-117.67,1213,314800
33.58,-117.66,3016,315600
33.57,-117.67,1614,280300
33.57,-117.66,4277,286600
33.62,-117.7,9653,197200
33.62,-117.69,4265,282700
33.61,-117.68,2962,248000
33.61,-117.69,3010,236200
33.6,-117.68,3913,303900
33.65,-117.65,1538,234800
33.64,-117.66,3173,250800
33.64,-117.67,2722,164100
33.65,-117.66,8527,237900
33.65,-117.65,3485,251900
33.63,-117.65,3388,351300
33.65,-117.65,4713,294800
33.63,-117.66,3299,223300
33.65,-117.63,3580,288700
33.64,-117.62,7826,484100
33.63,-117.64,4814,436600
33.64,-117.64,2422,293200
33.65,-117.64,6842,216600
33.62,-117.63,4257,196700
33.63,-117.63,3068,238000
33.62,-117.65,2708,275000
33.62,-117.64,3970,184800
33.62,-117.66,5175,257800
33.6,-117.65,5736,278700
33.61,-117.64,5232,247900
33.6,-117.65,2319,316100
33.59,-117.64,3274,348000
33.58,-117.66,4186,357600
33.57,-117.65,1998,195600
33.58,-117.65,2411,331400
33.57,-117.66,2483,214200
33.59,-117.65,2649,337900
33.54,-117.67,2102,170800
33.54,-117.67,2423,181800
33.55,-117.67,3157,222300
33.56,-117.67,3289,184400
33.51,-117.64,1743,286000
33.51,-117.64,1343,363200
33.52,-117.55,426,447400
33.61,-117.59,2993,378200
33.6,-117.58,5348,495400
33.64,-117.49,8874,302000
33.67,-117.59,1223,279800
33.69,-117.53,454,483300
33.66,-117.59,1206,167800
33.66,-117.58,3305,215000
33.65,-117.58,2000,190300
33.66,-117.59,1318,260800
33.65,-117.59,4860,151900
33.65,-117.6,3134,233900
33.67,-117.61,4541,284900
33.66,-117.64,5221,204000
33.65,-117.59,1793,182800
33.65,-117.58,1606,500001
33.63,-117.61,4678,219000
33.53,-117.65,6814,500001
33.42,-117.62,2656,500001
33.38,-117.63,5744,500001
33.41,-117.61,2556,402900
33.42,-117.61,3959,282000
33.41,-117.6,2193,309200
33.47,-117.62,1812,294200
33.45,-117.63,3549,363500
33.47,-117.63,1969,310800
33.45,-117.61,950,220700
33.46,-117.63,7684,387300
33.45,-117.64,1528,325500
33.42,-117.65,2174,249400
33.45,-117.64,334,284100
33.43,-117.62,1835,247100
33.43,-117.62,3858,231000
33.43,-117.62,1296,231300
33.4,-117.65,2737,370800
33.43,-117.62,4052,240600
33.43,-117.61,1150,187500
33.42,-117.62,1005,190600
33.42,-117.62,1444,310000
33.45,-117.6,2369,243800
33.44,-117.59,5813,341300
33.4,-117.59,3167,252100
33.41,-117.59,2248,246000
33.42,-117.6,2482,280600
33.43,-117.61,2303,346500
33.43,-117.6,3951,414000
33.44,-117.61,2036,346200
33.43,-117.59,3223,358800
33.47,-117.67,2728,500001
33.46,-117.67,3571,277800
33.44,-117.67,2994,500001
33.46,-117.67,1679,300000
33.46,-117.66,2073,288100
33.46,-117.66,1261,312700
33.48,-117.66,809,500001
33.49,-117.65,2223,248800
33.49,-117.64,2516,271600
33.48,-117.65,3484,402200
33.48,-117.65,1638,500001
33.5,-117.63,3619,353600
33.47,-117.63,2320,256000
33.46,-117.65,7034,277300
33.48,-117.64,2007,275900
33.45,-117.65,7468,239300
33.49,-117.73,5112,500001
33.48,-117.76,3832,381200
33.51,-117.74,1720,500001
33.53,-117.73,6388,420600
33.54,-117.72,4866,244800
33.53,-117.72,1672,251300
33.51,-117.72,3617,324000
33.49,-117.72,3623,500001
33.49,-117.73,2168,500001
33.51,-117.73,4549,295900
33.6,-117.69,3562,288100
33.6,-117.68,1956,265900
33.6,-117.69,2150,227000
33.6,-117.7,2092,216900
33.6,-117.69,2205,279500
33.6,-117.69,3258,332000
33.59,-117.69,3320,348100
33.59,-117.68,3473,314000
33.58,-117.69,6678,330000
33.59,-117.68,2327,500001
33.58,-117.69,2887,500001
33.47,-117.68,4458,285600
33.48,-117.68,1786,231400
33.49,-117.68,2232,214500
33.49,-117.68,3084,106300
33.49,-117.67,2782,183300
33.49,-117.67,366,250000
33.51,-117.68,2930,480800
33.49,-117.68,4173,294300
33.48,-117.69,3240,288500
33.47,-117.69,2020,305600
33.51,-117.66,2626,189600
33.5,-117.66,1956,186300
33.51,-117.67,2112,120400
33.51,-117.67,1645,126400
33.51,-117.67,1258,184400
33.47,-117.69,3499,300000
33.47,-117.7,1577,320800
33.47,-117.7,2208,305600
33.47,-117.69,2595,243800
33.47,-117.7,1857,350000
33.43,-117.72,1889,500001
33.55,-117.68,2262,315500
33.54,-117.68,2840,341400
33.52,-117.68,3621,322800
33.55,-117.69,3856,318300
33.54,-117.69,1767,272000
33.53,-117.69,5041,282900
33.52,-117.69,2142,325000
33.51,-117.7,5261,279000
33.52,-117.69,7374,278200
33.53,-117.7,6698,288500
33.52,-117.71,2486,340900
33.51,-117.71,2198,487000
33.51,-117.71,4676,500001
33.57,-117.68,10008,500001
33.55,-117.69,1764,384200
33.55,-117.69,1618,274300
33.54,-117.7,4956,354700
33.55,-117.7,2459,262100
33.56,-117.7,2112,298500
33.56,-117.7,2443,183300
33.57,-117.7,3283,138500
33.54,-117.71,4907,453800
33.54,-117.71,2460,318300
33.58,-117.71,2530,187500
33.57,-117.7,1204,119900
33.57,-117.71,3289,226000
33.57,-117.71,3673,144300
33.51,-117.68,2428,268500
33.51,-117.69,1223,173000
33.5,-117.7,2351,245400
33.49,-117.71,1680,397700
33.5,-117.7,7474,434700
33.48,-117.7,3458,336700
33.48,-117.7,16590,340300
33.47,-117.71,3894,368500
33.46,-117.74,6564,454100
33.47,-117.71,2681,345700
33.68,-117.7,5650,162500
33.71,-117.76,4321,355100
33.71,-117.75,2849,158300
33.7,-117.76,4025,344900
33.71,-117.77,2102,337100
33.7,-117.77,3636,207500
33.7,-117.77,2446,137500
33.65,-117.69,5805,274600
33.65,-117.71,3774,307400
33.65,-117.7,3388,355600
33.64,-117.71,2945,308900
33.63,-117.71,1565,220600
33.63,-117.71,2497,241800
33.63,-117.71,1641,219700
33.63,-117.7,4428,286800
33.64,-117.72,1230,67500
33.62,-117.7,2957,225600
33.63,-117.7,3038,241700
33.62,-117.71,2520,242800
33.72,-117.76,4508,386100
33.72,-117.76,3011,368700
33.72,-117.75,2464,362500
33.72,-117.76,941,148400
33.71,-117.76,1010,108300
33.73,-117.74,328,87500
33.66,-117.69,2630,350500
33.66,-117.69,4246,225700
33.67,-117.67,10534,309200
33.66,-117.67,10175,237400
33.65,-117.68,10395,239900
33.68,-117.64,5687,243400
33.72,-117.7,211,500001
33.65,-117.69,5394,302000
33.64,-117.7,5743,326600
33.63,-117.69,1444,273800
33.64,-117.69,3783,215800
33.64,-117.69,2592,262000
33.71,-117.82,5206,162500
33.72,-117.82,3260,272800
33.73,-117.81,1063,261300
33.72,-117.8,2617,201400
33.71,-117.81,2666,302400
33.72,-117.82,3477,276500
33.7,-117.77,1392,187200
33.69,-117.77,1413,184100
33.69,-117.77,500,154000
33.69,-117.77,1666,55000
33.69,-117.78,4702,238900
33.68,-117.78,2500,315600
33.69,-117.78,3400,295500
33.69,-117.8,2745,325500
33.69,-117.79,1532,313900
33.68,-117.79,1998,326100
33.68,-117.8,2635,306700
33.69,-117.8,1800,251000
33.69,-117.8,2099,328000
33.68,-117.8,623,225000
33.68,-117.8,2032,274100
33.67,-117.81,2098,342900
33.67,-117.81,2440,242500
33.67,-117.81,1567,199600
33.67,-117.81,2435,275000
33.67,-117.81,3279,296600
33.68,-117.81,1964,192200
33.68,-117.78,1834,234300
33.68,-117.78,1750,236800
33.68,-117.79,2636,311500
33.68,-117.78,1994,235600
33.68,-117.79,1633,265900
33.68,-117.79,2106,375300
33.67,-117.8,2638,240000
33.67,-117.8,2487,302500
33.67,-117.8,3345,329100
33.69,-117.81,1256,450000
33.68,-117.81,1545,500001
33.68,-117.82,1346,360600
33.68,-117.82,3068,333600
33.67,-117.82,2895,290700
33.68,-117.83,3226,184500
33.68,-117.82,7105,358000
33.67,-117.77,4329,160200
33.72,-117.77,2815,278700
33.72,-117.77,2153,304700
33.71,-117.77,1939,379800
33.71,-117.77,4050,375700
33.71,-117.77,1646,227800
33.71,-117.78,2207,331200
33.71,-117.78,974,195400
33.73,-117.79,8240,291300
33.7,-117.78,1663,233900
33.7,-117.79,6259,247100
33.71,-117.79,3114,283200
33.71,-117.79,6339,313400
33.7,-117.79,1593,239500
33.7,-117.8,1549,194000
33.7,-117.79,1416,227700
33.69,-117.79,1875,244800
33.69,-117.79,3067,340000
33.69,-117.8,1161,333300
33.55,-117.8,1757,433300
33.56,-117.79,2057,500001
33.56,-117.81,6258,500001
33.55,-117.8,2067,500001
33.6,-117.77,247,237500
33.53,-117.8,2017,500001
33.54,-117.78,1421,450000
33.55,-117.79,5066,452100
33.54,-117.75,8711,378200
33.51,-117.77,3590,500001
33.55,-117.77,2024,499100
33.57,-117.73,11976,194400
33.67,-117.86,20,450000
33.67,-117.82,1010,350000
33.67,-117.83,2634,275000
33.66,-117.83,2355,272800
33.66,-117.83,1574,291700
33.67,-117.81,3930,269000
33.66,-117.8,2542,223400
33.66,-117.81,1414,383900
33.66,-117.81,2851,274200
33.66,-117.82,4227,278400
33.64,-117.84,6840,198300
33.61,-117.87,2267,500001
33.61,-117.86,3191,500001
33.55,-117.88,2278,500001
33.6,-117.84,4281,500001
33.62,-117.86,3166,500001
33.62,-117.86,2975,500001
33.62,-117.85,729,500001
33.61,-117.85,4340,500001
33.62,-117.85,5192,500001
33.63,-117.86,3095,500001
33.54,-117.77,3404,500001
33.54,-117.76,2250,466400
33.54,-117.77,3090,373700
33.53,-117.77,1033,384700
33.52,-117.8,1152,500001
33.53,-117.76,3085,426100
33.53,-117.76,3224,391900
33.53,-117.76,2105,500001
33.53,-117.77,3116,445600
33.51,-117.78,1833,500001
33.63,-117.73,2874,161800
33.62,-117.74,4134,231400
33.64,-117.75,2499,182300
33.62,-117.72,2322,110000
33.62,-117.72,1144,105800
33.61,-117.71,3004,80300
33.63,-117.72,1362,162500
33.62,-117.72,5777,86900
33.61,-117.73,590,186800
33.62,-117.74,1889,241700
33.61,-117.74,2753,229800
33.61,-117.74,2116,180800
33.61,-117.75,2499,186500
33.6,-117.75,4944,255600
33.61,-117.75,2270,227600
33.61,-117.73,2612,120600
33.61,-117.7,2371,322600
33.6,-117.7,2283,74300
33.6,-117.71,3329,229800
33.6,-117.71,3011,74800
33.61,-117.72,2033,80400
33.61,-117.72,2653,81100
33.61,-117.71,3046,74100
33.61,-117.71,2280,72300
33.6,-117.71,1949,72500
33.6,-117.7,1021,80600
33.6,-117.7,1321,77100
33.59,-117.7,8039,190900
33.66,-117.84,665,230400
33.66,-117.84,1688,231600
33.65,-117.84,1649,225000
33.66,-117.83,1011,296200
33.65,-117.83,638,187500
33.65,-117.83,2149,250400
33.66,-117.82,2460,387500
33.63,-117.81,4477,410400
33.65,-117.82,2105,362500
33.63,-117.8,32,270800
33.64,-117.8,4447,450400
33.63,-117.8,3236,493000
33.64,-117.82,1974,500001
33.64,-117.81,2404,442100
33.64,-117.81,1741,500001
33.6,-117.88,5488,500001
33.6,-117.87,3212,500001
33.6,-117.87,1598,500000
33.59,-117.87,2499,500001
33.6,-117.87,3120,500001
33.6,-117.86,1891,500001
33.6,-117.87,3415,482900
33.6,-117.89,1496,500001
33.61,-117.9,1521,500001
33.61,-117.91,2790,500001
33.6,-117.91,2088,500001
33.57,-117.92,3355,500001
33.6,-117.9,2465,500001
33.61,-117.92,1808,500001
33.61,-117.91,1232,500001
33.61,-117.92,1244,500001
33.61,-117.92,1025,500001
33.61,-117.91,3082,500001
33.63,-117.88,9565,345400
33.62,-117.89,1016,93800
33.64,-117.88,3615,392200
33.61,-117.9,2897,500001
33.61,-117.89,2413,350000
33.61,-117.89,1790,500001
33.61,-117.89,1301,500001
33.61,-117.89,2126,500001
33.6,-117.89,1639,500001
33.61,-117.89,1883,500001
33.61,-117.9,1469,500001
33.64,-117.87,3521,500001
33.65,-117.86,3618,500001
33.63,-117.87,6163,500001
33.62,-117.87,2209,500001
33.62,-117.87,1266,500001
33.65,-117.88,4879,477300
33.63,-117.9,4486,500001
33.63,-117.91,3442,106300
33.63,-117.9,3556,450700
33.63,-117.9,1632,455000
33.63,-117.9,2370,500001
33.66,-117.88,6017,295400
33.66,-117.89,3595,265200
33.66,-117.9,1642,226000
33.65,-117.9,4496,245500
33.66,-117.89,2736,253100
33.65,-117.9,3310,441100
33.64,-117.9,2466,339800
33.65,-117.9,2043,261800
33.65,-117.9,2196,272300
33.65,-117.91,885,217900
33.65,-117.9,1634,284100
33.65,-117.91,1328,276800
33.64,-117.91,1998,268400
33.64,-117.9,2017,310900
33.64,-117.91,1652,325400
33.64,-117.91,1958,326100
33.63,-117.91,1901,311100
33.63,-117.92,2479,317900
33.63,-117.91,2071,335700
33.64,-117.92,2224,268800
33.64,-117.91,2222,307600
33.63,-117.92,1562,236400
33.63,-117.91,1122,407000
33.62,-117.92,2038,471300
33.63,-117.92,1469,490800
33.62,-117.92,1821,458500
33.61,-117.91,1797,500001
33.62,-117.91,1997,500001
33.62,-117.91,2426,500001
33.61,-117.92,1538,312500
33.62,-117.93,1890,500001
33.62,-117.93,2125,484600
33.62,-117.94,1765,439100
33.63,-117.95,1496,500001
33.6,-117.96,959,471400
33.61,-117.93,1806,366700
33.62,-117.93,2204,500001
33.62,-117.94,1188,500001
33.65,-117.94,5476,222100
33.65,-117.93,2133,215200
33.64,-117.93,1291,185400
33.64,-117.94,1867,272000
33.64,-117.93,1395,192900
33.64,-117.92,2539,188700
33.64,-117.94,1097,225000
33.64,-117.93,1707,177800
33.63,-117.95,2489,358800
33.63,-117.95,891,381500
33.63,-117.93,2766,226300
33.63,-117.95,6745,271600
33.65,-117.91,1589,213400
33.64,-117.92,949,225000
33.65,-117.92,1309,182500
33.65,-117.93,1253,225000
33.65,-117.91,1494,181300
33.65,-117.92,1087,225400
33.65,-117.92,1679,211500
33.65,-117.92,1391,220000
33.65,-117.93,1283,275000
33.68,-117.92,3397,244600
33.67,-117.93,3512,336500
33.67,-117.94,2552,367000
33.66,-117.94,2095,224100
33.65,-117.94,2016,209700
33.65,-117.93,2141,220100
33.69,-117.93,2602,263800
33.69,-117.93,2822,261000
33.68,-117.92,2017,245600
33.68,-117.93,2664,264200
33.68,-117.94,4183,374200
33.67,-117.92,6224,430900
33.66,-117.93,2043,414700
33.65,-117.93,5831,213000
33.69,-117.91,2704,229500
33.67,-117.91,7961,218400
33.68,-117.9,7060,249200
33.67,-117.9,2507,266100
33.68,-117.89,2905,260300
33.67,-117.9,639,275900
33.67,-117.91,3058,253500
33.66,-117.91,5761,243300
33.65,-117.91,2598,180900
33.66,-117.91,1708,193800
33.66,-117.9,3568,161000
33.66,-117.9,456,192600
33.69,-117.9,9947,316600
33.69,-117.87,2337,275000
33.68,-117.89,5278,181300
33.69,-117.88,5330,233100
33.71,-117.86,1795,152800
33.71,-117.86,191,157500
33.71,-117.87,3397,155500
33.71,-117.87,1087,262500
33.7,-117.87,3216,266400
33.7,-117.87,3648,246000
33.71,-117.88,1596,184900
33.71,-117.88,1739,185200
33.71,-117.88,1738,245000
33.7,-117.88,2135,225800
33.7,-117.88,5122,116700
33.7,-117.88,534,240500
33.7,-117.88,1505,205400
33.72,-117.9,443,137500
33.72,-117.91,2436,182100
33.72,-117.9,2613,180700
33.73,-117.9,1171,155200
33.72,-117.89,4343,197800
33.72,-117.89,2305,183500
33.73,-117.88,1947,177500
33.72,-117.88,1421,165300
33.72,-117.88,1910,170000
33.71,-117.9,4208,260500
33.71,-117.89,1422,202400
33.71,-117.89,4365,233300
33.71,-117.9,1917,252000
33.71,-117.89,1591,266300
33.71,-117.9,539,305200
33.7,-117.92,3201,161700
33.71,-117.91,3113,145700
33.7,-117.89,1857,129200
33.7,-117.9,4695,190800
33.7,-117.9,2289,162500
33.73,-117.86,1115,150500
33.72,-117.86,1194,157700
33.72,-117.87,3167,165900
33.72,-117.87,2216,174000
33.72,-117.86,1429,150600
33.72,-117.86,1461,159100
33.73,-117.85,1499,115000
33.73,-117.84,2572,175000
33.74,-117.84,6072,121400
33.74,-117.84,1752,134600
33.74,-117.84,1818,112500
33.74,-117.83,1818,131500
33.75,-117.86,187,154200
33.75,-117.86,1761,173400
33.75,-117.86,1565,123200
33.76,-117.86,851,117500
33.74,-117.85,1248,159800
33.75,-117.85,2311,171400
33.74,-117.86,525,165300
33.74,-117.86,691,175900
33.74,-117.85,2589,170800
33.73,-117.86,407,177400
33.73,-117.86,2651,182100
33.73,-117.86,1702,180200
33.74,-117.87,2338,158500
33.73,-117.87,2264,177000
33.74,-117.87,2411,172500
33.74,-117.86,2415,165600
33.73,-117.86,2284,159100
33.74,-117.86,2254,162500
33.73,-117.89,1308,177400
33.73,-117.9,2930,164100
33.73,-117.9,746,166400
33.73,-117.88,2291,163500
33.73,-117.88,2471,170500
33.75,-117.89,1205,139200
33.74,-117.89,1562,158400
33.74,-117.89,1759,160600
33.75,-117.9,1346,159500
33.74,-117.9,1566,180400
33.74,-117.9,1884,166700
33.74,-117.91,4273,183200
33.73,-117.91,2413,179900
33.73,-117.9,1324,178500
33.74,-117.9,2932,111000
33.74,-117.9,808,173100
33.74,-117.9,1435,151700
33.74,-117.89,660,159000
33.74,-117.89,619,154400
33.73,-117.89,728,163900
33.75,-117.88,1823,151800
33.74,-117.88,720,151900
33.74,-117.88,1444,159400
33.74,-117.88,1120,140300
33.74,-117.87,1243,158900
33.74,-117.88,2261,148500
33.74,-117.88,1799,163500
33.76,-117.87,2992,183300
33.75,-117.87,5526,144400
33.75,-117.87,697,162500
33.75,-117.86,275,158000
33.75,-117.86,1632,137500
33.75,-117.87,2782,102500
33.75,-117.87,411,350000
33.76,-117.88,2988,235500
33.76,-117.88,1768,205300
33.75,-117.88,1344,195400
33.75,-117.88,3004,187200
33.76,-117.9,2678,176800
33.75,-117.9,1893,163000
33.76,-117.89,2656,177200
33.75,-117.89,2753,170100
33.78,-117.88,1813,187500
33.77,-117.88,2549,288800
33.78,-117.88,3141,237400
33.77,-117.89,2342,195000
33.77,-117.89,1799,189600
33.76,-117.89,1050,192700
33.77,-117.87,2512,320300
33.76,-117.87,4943,311300
33.77,-117.86,4159,240300
33.76,-117.86,3153,205300
33.76,-117.84,1458,218800
33.76,-117.85,2312,204700
33.76,-117.84,238,215700
33.76,-117.84,378,219400
33.75,-117.84,4367,139500
33.76,-117.85,1866,213800
33.77,-117.84,4412,206500
33.77,-117.85,5928,233100
33.77,-117.84,3350,249100
33.76,-117.84,2110,229600
33.75,-117.83,6433,296400
33.75,-117.82,2910,236500
33.75,-117.82,893,146500
33.74,-117.82,2720,137800
33.75,-117.83,2660,210200
33.75,-117.81,3498,252200
33.74,-117.8,3569,247200
33.73,-117.81,5471,252800
33.74,-117.81,2696,216900
33.73,-117.81,4022,140600
33.73,-117.81,3056,234200
33.73,-117.82,2542,137000
33.73,-117.82,845,225000
33.73,-117.82,1270,223000
33.74,-117.83,6114,183600
33.73,-117.83,5768,160400
33.76,-117.8,2655,366800
33.76,-117.79,2037,487200
33.75,-117.79,2893,500001
33.75,-117.79,2955,500001
33.75,-117.8,3058,286600
33.74,-117.8,2890,290200
33.75,-117.81,2365,227800
33.77,-117.79,3596,451300
33.77,-117.79,4349,439000
33.76,-117.78,2260,500001
33.78,-117.78,9792,481500
33.79,-117.76,8974,374000
33.76,-117.77,3532,500001
33.77,-117.82,2308,324600
33.77,-117.83,2956,203200
33.77,-117.83,4931,285400
33.76,-117.82,3230,287800
33.77,-117.82,2578,359200
33.76,-117.82,2774,265600
33.76,-117.81,2053,281800
33.77,-117.8,5436,349500
33.77,-117.81,4624,334600
33.83,-117.81,7326,477100
33.83,-117.83,3759,377600
33.83,-117.83,2775,231400
33.8,-117.82,3207,165600
33.79,-117.83,1454,218100
33.79,-117.82,2641,222300
33.8,-117.83,4713,221000
33.8,-117.83,2016,196000
33.79,-117.84,2733,235700
33.79,-117.83,2070,220100
33.79,-117.84,2590,199600
33.78,-117.84,2577,229200
33.78,-117.84,3817,248000
33.79,-117.81,3114,211900
33.78,-117.82,4977,318500
33.78,-117.81,3589,270500
33.78,-117.82,4485,274700
33.82,-117.81,2819,500001
33.83,-117.8,2971,500001
33.82,-117.82,3173,500001
33.81,-117.81,3154,431800
33.82,-117.81,2898,500001
33.81,-117.82,2556,456900
33.82,-117.83,3259,267600
33.82,-117.83,1100,150000
33.81,-117.83,3550,225600
33.81,-117.82,2662,244000
33.81,-117.83,1972,234200
33.81,-117.82,2260,236700
33.79,-117.85,1846,200000
33.79,-117.85,2102,236800
33.79,-117.86,3523,146400
33.79,-117.85,1963,211000
33.78,-117.85,3187,212100
33.78,-117.86,2635,215000
33.77,-117.85,2186,225000
33.79,-117.85,1251,236400
33.79,-117.86,1883,187500
33.78,-117.86,2713,178800
33.78,-117.87,2487,168500
33.78,-117.87,2813,173500
33.78,-117.87,2022,186000
33.8,-117.86,1683,190400
33.79,-117.86,1024,194500
33.79,-117.87,2546,219900
33.79,-117.88,1484,190300
33.78,-117.89,6352,193800
33.78,-117.9,10336,197900
33.84,-117.85,2095,271700
33.84,-117.86,1725,159400
33.84,-117.85,2830,247300
33.83,-117.85,1904,232400
33.83,-117.86,2377,227100
33.84,-117.84,4388,219400
33.8,-117.86,1793,153100
33.81,-117.85,4186,248100
33.81,-117.85,1766,234500
33.8,-117.85,1593,216700
33.8,-117.85,1461,194100
33.81,-117.84,5574,244900
33.8,-117.84,1490,222100
33.8,-117.84,2004,230600
33.82,-117.86,1682,230900
33.82,-117.84,10281,251200
33.84,-117.84,6157,232600
33.84,-117.89,3315,182800
33.83,-117.89,2984,200800
33.83,-117.9,3065,211800
33.82,-117.89,1591,179100
33.8,-117.89,51,187500
33.82,-117.89,1268,216200
33.82,-117.89,3197,140500
33.81,-117.87,3082,280100
33.84,-117.87,3381,235400
33.84,-117.88,1499,238500
33.84,-117.88,3301,223800
33.83,-117.87,2287,231000
33.83,-117.88,3522,241200
33.83,-117.88,1785,266700
33.82,-117.88,2247,225000
33.82,-117.88,1783,232000
33.82,-117.87,2435,249400
